transaction_id,customer_id,country,amount,payment_method,device,hour,fraud
1995,C422,Germany,2694.01,Debit Card,Mobile,18,0
1996,C667,Singapore,3361.42,NetBanking,Laptop,9,0
1997,C139,India,501.81,Wallet,Tablet,1,0
1998,C965,UK,1905.98,Wallet,Mobile,3,0
1999,C139,India,3848.05,Debit Card,Laptop,3,0
2000,C958,UAE,3536.02,UPI,Mobile,19,0
2001,C848,USA,205.5,Wallet,Tablet,11,0
2002,C388,UAE,2735.24,Credit Card,Mobile,16,0
2003,C361,India,445.95,Credit Card,Mobile,20,0
2004,C315,UK,4979.3,NetBanking,Laptop,21,0
2005,C246,Germany,4487,UPI,Mobile,3,1
2006,C435,India,110.3,NetBanking,Laptop,7,0
2007,C267,UAE,4293.95,Debit Card,Tablet,15,0
2008,C191,India,4597.55,Wallet,Tablet,14,0
2009,C452,India,1770.97,UPI,Mobile,13,0
2010,C670,India,3598.91,NetBanking,Laptop,18,0
2011,C670,UK,2213.31,NetBanking,Tablet,10,0
2012,C915,Singapore,3277.89,Credit Card,Mobile,12,0
2013,C780,Singapore,1704.89,Debit Card,Mobile,22,0
2014,C880,India,1616.18,NetBanking,Mobile,7,0
2015,C462,UK,2125.05,Credit Card,Mobile,22,0
2016,C656,UK,732.11,UPI,Mobile,8,1
2017,C444,India,4156.54,NetBanking,Laptop,1,0
2018,C792,UAE,1746.75,Credit Card,Mobile,19,0
2019,C269,UAE,2003.75,Debit Card,Mobile,1,0
2020,C455,USA,4470.8,Wallet,Mobile,7,0
2021,C290,India,2485.64,UPI,Mobile,17,0
2022,C766,USA,2723.55,NetBanking,Mobile,23,0
2023,C521,UAE,4782.71,Credit Card,Mobile,21,0
2024,C799,UAE,4434.2,NetBanking,Mobile,6,0
2025,C106,India,851.49,Wallet,Tablet,10,0
2026,C232,USA,2368.71,NetBanking,Tablet,21,0
2027,C846,USA,4856.62,NetBanking,Mobile,19,0
2028,C656,India,1864.97,Credit Card,Laptop,0,0
2029,C925,USA,1861.01,Wallet,Mobile,15,0
2030,C860,Germany,979.18,UPI,Laptop,15,0
2031,C130,UAE,576.04,Credit Card,Laptop,9,0
2032,C634,Singapore,3702.82,Wallet,Laptop,23,0
2033,C525,UK,3851.3,Wallet,Laptop,16,0
2034,C493,USA,4845.22,NetBanking,Laptop,9,0
2035,C771,USA,3868.22,Debit Card,Tablet,5,0
2036,C462,UK,1220.55,Debit Card,Mobile,13,0
2037,C536,USA,205.38,UPI,Tablet,14,0
2038,C769,UK,4927.26,NetBanking,Tablet,3,0
2039,C650,India,1705.55,Debit Card,Mobile,1,0
2040,C181,Germany,1563.3,Credit Card,Tablet,18,0
2041,C455,Germany,4530.25,UPI,Mobile,12,0
2042,C357,UAE,2927.57,NetBanking,Mobile,11,0
2043,C817,Singapore,1078.28,Credit Card,Mobile,20,0
2044,C688,USA,4446.04,Debit Card,Mobile,22,1
2045,C623,Singapore,4966.84,Debit Card,Laptop,12,0
2046,C394,India,437.96,Debit Card,Laptop,14,0
2047,C323,Germany,4311.95,Debit Card,Tablet,1,0
2048,C624,India,1955.63,Wallet,Mobile,7,0
2049,C145,India,2622.74,UPI,Mobile,2,0
2050,C766,USA,4574.51,UPI,Mobile,0,1
2051,C212,India,4867.03,Debit Card,Mobile,23,0
2052,C332,Germany,1314.51,UPI,Laptop,10,0
2053,C116,Singapore,1068.19,Credit Card,Laptop,8,0
2054,C459,Germany,407.18,Credit Card,Laptop,23,0
2055,C322,USA,2811.18,UPI,Tablet,16,0
2056,C965,Germany,72.95,Debit Card,Mobile,6,0
2057,C799,UK,2062.43,NetBanking,Laptop,22,0
2058,C547,Singapore,371.55,Debit Card,Laptop,3,0
2059,C955,UK,2029.1,Wallet,Mobile,12,0
2060,C464,UK,204.46,NetBanking,Laptop,23,0
2061,C774,UAE,4176.91,Wallet,Mobile,4,1
2062,C425,USA,1052.65,UPI,Mobile,11,0
2063,C566,India,1644.9,Wallet,Laptop,19,0
2064,C513,UK,4350.89,UPI,Tablet,4,1
2065,C554,Germany,3732.6,Wallet,Mobile,10,0
2066,C685,India,1099.1,NetBanking,Tablet,1,0
2067,C332,Germany,364.14,Wallet,Laptop,3,0
2068,C323,Germany,3579.79,Debit Card,Mobile,9,1
2069,C930,India,1956.56,UPI,Mobile,23,0
2070,C511,India,3831.57,Credit Card,Laptop,6,0
2071,C671,Germany,2229.25,Wallet,Tablet,11,0
2072,C434,USA,1733.28,UPI,Laptop,7,0
2073,C321,Singapore,2258.77,Credit Card,Laptop,22,0
2074,C136,UAE,3744.05,UPI,Laptop,22,0
2075,C377,Singapore,4511.59,UPI,Tablet,22,0
2076,C295,USA,253.59,Credit Card,Mobile,15,0
2077,C963,UAE,2622.94,Credit Card,Mobile,1,0
2078,C583,India,169.01,NetBanking,Laptop,2,0
2079,C341,UAE,2344.71,Wallet,Laptop,16,0
2080,C423,Germany,4426.99,Wallet,Tablet,14,0
2081,C830,Singapore,1811.14,UPI,Laptop,17,0
2082,C291,UAE,4662.59,Debit Card,Tablet,9,0
2083,C116,Germany,3154.89,Debit Card,Tablet,21,0
2084,C623,USA,4671.11,UPI,Tablet,1,0
2085,C500,UAE,3787.05,NetBanking,Laptop,16,0
2086,C985,Germany,521.66,Credit Card,Mobile,15,0
2087,C804,USA,1159.6,UPI,Tablet,23,0
2088,C121,India,1973.88,Wallet,Mobile,6,0
2089,C573,USA,854.68,Debit Card,Tablet,18,0
2090,C219,USA,2477.08,Debit Card,Laptop,15,0
2091,C309,Singapore,2359.48,Debit Card,Tablet,0,1
2092,C405,Germany,4781.51,NetBanking,Tablet,3,0
2093,C369,UAE,2171.47,Wallet,Mobile,12,0
2094,C803,Singapore,3929.21,NetBanking,Laptop,9,0
2095,C786,UK,4709.84,Credit Card,Tablet,10,0
2096,C384,USA,4385.56,UPI,Laptop,18,0
2097,C815,UK,1047.29,UPI,Mobile,14,1
2098,C775,Singapore,2482.67,Debit Card,Laptop,10,0
2099,C862,Germany,1741.96,Debit Card,Laptop,2,0
2100,C326,Singapore,2002.29,Credit Card,Mobile,1,0
2101,C480,Germany,1807.23,NetBanking,Tablet,10,1
2102,C559,Germany,4132.66,Wallet,Tablet,9,0
2103,C106,India,2263.43,Credit Card,Laptop,2,0
2104,C128,USA,2620.85,UPI,Tablet,4,0
2105,C132,Singapore,4912.32,UPI,Mobile,14,0
2106,C745,Germany,304.6,NetBanking,Laptop,3,0
2107,C978,Singapore,2442.35,Credit Card,Laptop,16,0
2108,C178,Singapore,3871.44,Wallet,Tablet,0,0
2109,C558,Germany,760.05,Credit Card,Tablet,0,0
2110,C669,UAE,3059.6,Credit Card,Tablet,11,0
2111,C637,UK,1201.13,NetBanking,Laptop,9,0
2112,C581,USA,4337.68,Wallet,Tablet,8,0
2113,C529,USA,1638.86,UPI,Laptop,8,0
2114,C837,UAE,1648.67,Debit Card,Tablet,19,0
2115,C384,India,2992.98,Wallet,Laptop,19,0
2116,C615,UAE,921.9,UPI,Laptop,13,0
2117,C198,India,1428.02,NetBanking,Laptop,22,0
2118,C496,India,2086.08,Wallet,Tablet,18,0
2119,C588,UAE,1771.42,Wallet,Tablet,9,0
2120,C138,USA,2626.76,UPI,Mobile,2,0
2121,C370,UK,3000.2,UPI,Laptop,19,1
2122,C986,USA,2835.5,Credit Card,Tablet,21,0
2123,C896,USA,3272.57,Credit Card,Mobile,16,0
2124,C256,USA,1542.21,Wallet,Mobile,2,0
2125,C174,UAE,636.5,Debit Card,Tablet,11,0
2126,C983,UAE,3805.23,NetBanking,Laptop,14,0
2127,C899,UAE,4254.65,UPI,Mobile,4,1
2128,C229,USA,1288.75,Credit Card,Mobile,14,0
2129,C786,UK,2038.42,NetBanking,Laptop,19,0
2130,C183,India,2495.35,Wallet,Tablet,23,1
2131,C121,Singapore,2668.97,UPI,Laptop,15,0
2132,C558,India,3299.15,UPI,Laptop,8,0
2133,C638,India,212.81,Credit Card,Tablet,7,0
2134,C806,Singapore,3608.78,Debit Card,Mobile,10,0
2135,C948,USA,314.55,UPI,Laptop,8,0
2136,C481,UK,2344.1,Debit Card,Mobile,15,0
2137,C847,UK,4139.22,NetBanking,Mobile,13,0
2138,C539,India,2258.82,UPI,Mobile,14,0
2139,C703,Singapore,749.7,UPI,Tablet,13,0
2140,C120,Germany,4925.24,Debit Card,Mobile,23,0
2141,C402,USA,4446.98,Credit Card,Laptop,9,0
2142,C968,India,3857.71,Wallet,Laptop,12,0
2143,C183,UK,2060.5,NetBanking,Laptop,0,1
2144,C873,UAE,923.31,UPI,Tablet,22,0
2145,C758,UAE,4707.35,Credit Card,Laptop,8,0
2146,C552,Singapore,2664.09,UPI,Tablet,16,0
2147,C486,Singapore,4262.52,NetBanking,Mobile,16,0
2148,C606,India,1713.76,Wallet,Mobile,9,0
2149,C356,Germany,1679.77,UPI,Tablet,12,0
2150,C669,UK,4927.77,Debit Card,Tablet,17,0
2151,C991,India,2611.56,Credit Card,Tablet,12,0
2152,C626,Germany,707.77,Wallet,Mobile,20,0
2153,C261,Singapore,1102.28,UPI,Tablet,23,0
2154,C262,UAE,2412.31,Wallet,Mobile,12,0
2155,C931,USA,217.14,Debit Card,Mobile,23,0
2156,C892,UAE,2315.36,UPI,Laptop,9,1
2157,C891,UK,2097.61,Wallet,Mobile,19,0
2158,C623,UK,3897.78,UPI,Tablet,6,0
2159,C885,UAE,1777.94,UPI,Tablet,6,0
2160,C370,UAE,4912.83,Wallet,Tablet,8,0
2161,C591,Germany,907.95,UPI,Mobile,15,0
2162,C307,India,2956.98,Debit Card,Mobile,14,0
2163,C638,Singapore,453.05,Wallet,Laptop,2,0
2164,C683,Germany,3670.65,Wallet,Laptop,12,0
2165,C159,USA,4973.79,Debit Card,Tablet,10,0
2166,C529,UAE,4096.6,Debit Card,Mobile,7,0
2167,C756,USA,2780.74,Debit Card,Tablet,20,0
2168,C704,USA,2426.28,UPI,Tablet,20,0
2169,C408,Germany,4175.97,UPI,Tablet,23,0
2170,C619,Singapore,4680.19,NetBanking,Laptop,5,0
2171,C690,UK,4946.09,UPI,Tablet,9,1
2172,C126,India,1985.71,Debit Card,Laptop,16,0
2173,C785,UK,4954.63,NetBanking,Mobile,19,0
2174,C661,Singapore,783.85,Debit Card,Tablet,8,0
2175,C298,UK,1271.48,Credit Card,Laptop,20,0
2176,C486,UAE,449.64,Wallet,Mobile,13,0
2177,C448,UAE,1362.33,Credit Card,Laptop,19,0
2178,C792,Germany,3840.85,Debit Card,Tablet,12,0
2179,C635,USA,4265.36,UPI,Mobile,0,1
2180,C927,Singapore,3895.57,Wallet,Mobile,23,0
2181,C477,Singapore,3157.17,UPI,Mobile,18,0
2182,C998,UK,2572.26,UPI,Laptop,8,0
2183,C657,Germany,3544.98,Wallet,Laptop,16,0
2184,C626,UK,1957.21,Wallet,Laptop,14,0
2185,C252,UK,4207.34,Credit Card,Mobile,19,0
2186,C833,Singapore,3387.56,Debit Card,Tablet,4,0
2187,C305,UK,3490.53,UPI,Tablet,3,0
2188,C554,USA,2682,Debit Card,Mobile,3,0
2189,C372,UK,4426.72,Debit Card,Tablet,14,0
2190,C993,USA,1263.81,NetBanking,Mobile,4,0
2191,C335,Singapore,1908.83,Credit Card,Tablet,16,0
2192,C951,Germany,3889.32,UPI,Tablet,6,0
2193,C839,UAE,2466.28,Wallet,Tablet,5,0
2194,C620,USA,4446.62,Wallet,Laptop,14,0
2195,C777,Germany,1735.26,Debit Card,Laptop,19,0
2196,C930,Germany,1849.8,Credit Card,Mobile,13,0
2197,C825,USA,4444.24,Credit Card,Laptop,9,0
2198,C600,Singapore,2324.53,UPI,Mobile,5,0
2199,C216,India,2583.04,UPI,Laptop,9,0
2200,C485,Germany,1667.15,Debit Card,Tablet,22,0
2201,C443,Germany,1386.97,Debit Card,Laptop,19,0
2202,C683,Singapore,3281.46,Debit Card,Laptop,8,0
2203,C494,Singapore,603.6,NetBanking,Laptop,12,1
2204,C163,UK,4396.97,Credit Card,Mobile,13,0
2205,C816,Singapore,3897.12,Debit Card,Mobile,0,1
2206,C820,Germany,957.79,Credit Card,Tablet,0,0
2207,C171,USA,3471.63,Wallet,Tablet,18,0
2208,C888,India,3015.15,Wallet,Tablet,8,0
2209,C373,UK,926.75,Credit Card,Laptop,4,0
2210,C419,USA,1369.65,Wallet,Tablet,16,0
2211,C437,India,2047.89,Wallet,Mobile,15,0
2212,C465,India,3497.72,Wallet,Tablet,11,0
2213,C594,India,3195.42,UPI,Tablet,4,0
2214,C706,UAE,2663.51,UPI,Tablet,5,0
2215,C265,USA,3843.21,Credit Card,Tablet,19,0
2216,C643,UK,3790.9,Credit Card,Tablet,22,0
2217,C110,UK,3091.21,NetBanking,Mobile,10,0
2218,C400,India,3936.02,UPI,Laptop,18,0
2219,C828,USA,1674.65,Credit Card,Tablet,20,0
2220,C900,UAE,4406.84,UPI,Laptop,5,0
2221,C201,India,3076.48,NetBanking,Tablet,22,0
2222,C524,Singapore,4112.71,Credit Card,Laptop,9,0
2223,C491,UK,2733.66,Credit Card,Mobile,14,0
2224,C878,Germany,1096.1,Credit Card,Laptop,17,0
2225,C313,India,2714.34,Credit Card,Tablet,20,0
2226,C790,Singapore,1858.7,Debit Card,Laptop,6,0
2227,C187,UK,3489.01,UPI,Laptop,22,0
2228,C652,UAE,2381.59,UPI,Tablet,2,0
2229,C500,USA,4181.38,UPI,Laptop,23,0
2230,C687,UK,3391.97,NetBanking,Tablet,15,0
2231,C988,USA,3424.3,Debit Card,Mobile,12,0
2232,C145,USA,1089.69,UPI,Tablet,16,0
2233,C771,UAE,4921.33,UPI,Mobile,3,1
2234,C562,UAE,4209.17,Credit Card,Laptop,18,0
2235,C691,India,3946.08,Credit Card,Tablet,3,0
2236,C409,India,1654.43,Credit Card,Laptop,11,0
2237,C185,UK,2680.48,UPI,Mobile,23,0
2238,C191,UAE,689.83,Credit Card,Mobile,3,0
2239,C759,Singapore,2694.69,UPI,Laptop,23,0
2240,C772,UK,733.72,NetBanking,Tablet,16,0
2241,C813,Germany,2767.42,NetBanking,Tablet,23,0
2242,C341,USA,3245.37,Wallet,Tablet,17,0
2243,C964,USA,1954.03,Debit Card,Tablet,21,0
2244,C101,India,2495.23,Credit Card,Mobile,5,0
2245,C324,Singapore,4378.89,Credit Card,Tablet,18,0
2246,C900,UAE,547.27,Debit Card,Laptop,4,0
2247,C844,UAE,3959.71,Debit Card,Mobile,1,1
2248,C688,India,857.92,Wallet,Laptop,10,0
2249,C215,Germany,188.36,Debit Card,Laptop,23,0
2250,C765,UK,931.95,UPI,Laptop,23,0
2251,C202,UK,3826.39,Credit Card,Mobile,12,0
2252,C293,Singapore,2028.6,Debit Card,Tablet,4,0
2253,C265,India,4363.24,UPI,Laptop,22,0
2254,C970,India,2625.91,Debit Card,Laptop,7,0
2255,C189,Germany,116.14,UPI,Tablet,10,0
2256,C785,UK,3584.98,NetBanking,Tablet,3,0
2257,C221,India,555.61,UPI,Tablet,17,0
2258,C242,UAE,3947.95,Wallet,Tablet,14,0
2259,C205,Singapore,844.67,UPI,Laptop,4,0
2260,C986,UK,1730.5,Debit Card,Mobile,22,0
2261,C527,Germany,3807.55,NetBanking,Tablet,11,0
2262,C404,Singapore,4771.39,NetBanking,Tablet,3,0
2263,C971,USA,1860.31,UPI,Laptop,3,0
2264,C416,UAE,4147.85,Debit Card,Tablet,19,0
2265,C734,Germany,958.01,NetBanking,Laptop,8,0
2266,C108,Singapore,4036.86,UPI,Laptop,8,0
2267,C873,India,3289.18,UPI,Laptop,13,0
2268,C172,USA,967.75,UPI,Laptop,23,0
2269,C458,Germany,1516.01,NetBanking,Tablet,7,0
2270,C322,India,663.2,Credit Card,Mobile,22,0
2271,C515,UAE,1917.92,Debit Card,Tablet,0,0
2272,C652,USA,1022.22,Wallet,Mobile,23,0
2273,C469,UK,3221.77,Wallet,Tablet,10,0
2274,C815,India,4972.55,Debit Card,Laptop,3,0
2275,C363,Singapore,64.99,Credit Card,Tablet,16,0
2276,C939,Germany,2706.89,Debit Card,Laptop,16,0
2277,C789,USA,2870.46,UPI,Tablet,18,0
2278,C959,India,4571.47,Debit Card,Laptop,12,0
2279,C417,UK,2532.5,Debit Card,Mobile,18,0
2280,C183,Germany,2720.79,NetBanking,Laptop,16,0
2281,C417,Germany,2360.91,Wallet,Tablet,23,1
2282,C210,India,1348.18,Wallet,Laptop,19,0
2283,C350,UK,284.87,UPI,Mobile,11,0
2284,C482,UAE,2046.25,UPI,Mobile,19,0
2285,C106,UAE,267.69,NetBanking,Tablet,13,0
2286,C558,USA,2754.71,UPI,Laptop,21,0
2287,C183,India,1539.93,Credit Card,Tablet,8,0
2288,C307,USA,2670.34,NetBanking,Laptop,11,0
2289,C489,UAE,675.81,NetBanking,Mobile,23,0
2290,C413,Germany,4663.49,Debit Card,Tablet,16,0
2291,C121,USA,4473.13,Debit Card,Mobile,15,0
2292,C509,UK,954.03,Credit Card,Laptop,11,0
2293,C994,Singapore,1720.5,NetBanking,Mobile,9,0
2294,C614,UAE,3069.4,NetBanking,Laptop,1,0
2295,C226,UAE,482.95,Debit Card,Tablet,2,0
2296,C908,UK,1776.07,Wallet,Laptop,4,0
2297,C799,USA,1259.31,Wallet,Laptop,15,0
2298,C973,India,4578.01,Debit Card,Tablet,20,0
2299,C113,Germany,4263.29,UPI,Tablet,12,0
2300,C111,Singapore,2901.26,NetBanking,Mobile,23,0
2301,C186,India,2604.13,Credit Card,Laptop,17,0
2302,C623,India,4653.98,Wallet,Laptop,1,1
2303,C636,UK,4662.48,UPI,Mobile,23,1
2304,C400,USA,4846.8,NetBanking,Laptop,0,0
2305,C342,UAE,631.27,UPI,Laptop,8,0
2306,C221,UAE,806.99,NetBanking,Tablet,17,0
2307,C246,UK,3385.3,NetBanking,Tablet,4,0
2308,C666,USA,2709.47,Debit Card,Tablet,2,0
2309,C849,UK,97.24,Debit Card,Mobile,4,0
2310,C455,UAE,314.57,Credit Card,Tablet,11,0
2311,C784,India,4440.96,Credit Card,Mobile,7,0
2312,C832,Germany,4345.01,UPI,Tablet,7,0
2313,C730,USA,1789.57,Debit Card,Laptop,21,0
2314,C408,Singapore,4455.8,NetBanking,Laptop,6,0
2315,C794,Singapore,2970.41,Debit Card,Tablet,1,0
2316,C387,India,4030.5,NetBanking,Tablet,0,0
2317,C406,UK,2140.02,Debit Card,Mobile,23,0
2318,C911,UK,571.42,NetBanking,Laptop,0,0
2319,C693,UAE,2171.47,UPI,Tablet,7,0
2320,C822,India,2289.21,Debit Card,Tablet,16,0
2321,C761,UAE,2756.97,Wallet,Laptop,22,0
2322,C648,UAE,532.39,Wallet,Tablet,4,1
2323,C451,Singapore,4957.05,NetBanking,Laptop,13,0
2324,C411,UAE,1224.46,UPI,Tablet,7,0
2325,C972,UAE,996.77,NetBanking,Laptop,19,0
2326,C158,Singapore,2636.38,UPI,Mobile,17,0
2327,C742,UK,2688.35,Credit Card,Tablet,22,0
2328,C813,USA,2201.9,Debit Card,Tablet,6,0
2329,C854,Germany,3860.6,UPI,Tablet,23,1
2330,C134,UAE,2585.69,NetBanking,Mobile,13,0
2331,C544,USA,3050.43,Credit Card,Tablet,13,1
2332,C192,Singapore,3620.11,NetBanking,Tablet,5,0
2333,C306,USA,130,Wallet,Laptop,2,0
2334,C452,Germany,2855.37,Wallet,Tablet,20,0
2335,C431,USA,4421.55,Debit Card,Tablet,13,0
2336,C916,USA,91.86,Debit Card,Laptop,13,0
2337,C961,USA,2028.88,Credit Card,Mobile,2,0
2338,C824,USA,4631.51,Wallet,Mobile,9,0
2339,C258,India,1769.01,UPI,Laptop,8,1
2340,C123,UAE,2296.35,Wallet,Mobile,20,0
2341,C503,Singapore,4907.8,Debit Card,Mobile,6,0
2342,C904,Germany,1000.62,NetBanking,Tablet,6,0
2343,C615,Singapore,330.95,Credit Card,Tablet,6,0
2344,C831,India,4297.82,Wallet,Tablet,11,0
2345,C463,India,4342.98,UPI,Mobile,3,1
2346,C481,India,2363.03,UPI,Tablet,19,0
2347,C631,UAE,2573.46,UPI,Mobile,12,0
2348,C251,India,4179.85,Credit Card,Tablet,2,0
2349,C661,USA,3694.1,UPI,Mobile,19,0
2350,C788,Singapore,1329.42,UPI,Laptop,8,0
2351,C707,UK,89.38,Wallet,Laptop,20,0
2352,C716,Germany,2401.1,Credit Card,Tablet,21,0
2353,C519,India,4295.27,NetBanking,Mobile,19,0
2354,C349,Singapore,4479.69,NetBanking,Laptop,12,0
2355,C216,India,4781.35,UPI,Laptop,0,0
2356,C965,UAE,4398.42,Debit Card,Tablet,22,0
2357,C611,India,2902.32,Credit Card,Tablet,22,1
2358,C839,India,2225.8,Debit Card,Mobile,5,0
2359,C677,India,3875.37,Credit Card,Laptop,19,0
2360,C434,India,3700.41,Credit Card,Mobile,23,0
2361,C517,Germany,2693.03,Wallet,Mobile,7,0
2362,C873,Singapore,441.2,UPI,Tablet,16,0
2363,C394,UAE,4630.78,Wallet,Mobile,23,0
2364,C854,India,2280.73,Debit Card,Mobile,17,0
2365,C470,India,1819.85,Debit Card,Laptop,3,0
2366,C285,India,3149.69,NetBanking,Mobile,11,1
2367,C345,India,3370.82,Wallet,Laptop,21,0
2368,C736,USA,1057.39,Wallet,Laptop,15,0
2369,C367,USA,4185.51,Wallet,Mobile,17,0
2370,C742,UK,1453.24,NetBanking,Mobile,9,0
2371,C336,India,937.49,Wallet,Laptop,3,0
2372,C629,UK,2034.97,Wallet,Mobile,1,0
2373,C651,Germany,3654.15,Wallet,Laptop,14,0
2374,C120,UK,4827.46,Wallet,Mobile,8,0
2375,C836,Singapore,4047.36,Debit Card,Laptop,14,0
2376,C966,USA,4702.04,UPI,Laptop,4,0
2377,C893,USA,707.33,Debit Card,Tablet,18,0
2378,C619,India,360.53,Wallet,Mobile,2,0
2379,C199,India,2790.74,Credit Card,Laptop,16,0
2380,C851,Germany,1455.04,Credit Card,Laptop,12,0
2381,C577,UAE,4141.13,NetBanking,Mobile,23,0
2382,C698,Germany,3361.58,Debit Card,Mobile,2,1
2383,C397,Singapore,4853.79,NetBanking,Mobile,3,1
2384,C625,India,1277.69,NetBanking,Tablet,17,0
2385,C433,India,2431.49,Credit Card,Mobile,23,0
2386,C101,Germany,2508.7,Debit Card,Tablet,2,1
2387,C474,Germany,1199.69,UPI,Mobile,13,0
2388,C392,Germany,2952.52,Debit Card,Tablet,15,0
2389,C936,USA,2219.21,NetBanking,Mobile,11,0
2390,C652,UK,2236.37,Wallet,Tablet,10,1
2391,C417,UK,1816.87,NetBanking,Laptop,1,0
2392,C601,India,89.56,Debit Card,Tablet,0,0
2393,C927,USA,2612.87,Credit Card,Tablet,12,0
2394,C480,Germany,1679.56,Debit Card,Laptop,17,0
2395,C722,India,11.59,UPI,Mobile,17,1
2396,C113,USA,1543.18,Wallet,Laptop,12,0
2397,C603,Singapore,1396.75,Wallet,Laptop,3,0
2398,C330,UAE,1970.27,NetBanking,Laptop,0,0
2399,C183,USA,663.6,Debit Card,Tablet,14,0
2400,C229,India,2540.88,Credit Card,Laptop,16,0
2401,C842,UK,3463.74,UPI,Mobile,5,0
2402,C937,Germany,3152.78,NetBanking,Tablet,4,0
2403,C244,UAE,4019.76,Debit Card,Tablet,0,1
2404,C990,Singapore,2262.78,Credit Card,Laptop,21,0
2405,C956,UAE,2597.86,Debit Card,Tablet,15,0
2406,C127,UAE,4052.96,Credit Card,Mobile,13,0
2407,C165,USA,2141.37,Debit Card,Tablet,23,0
2408,C262,India,3509.49,Debit Card,Laptop,4,0
2409,C328,India,2175.84,NetBanking,Laptop,2,1
2410,C360,UAE,2091.59,Debit Card,Laptop,2,0
2411,C548,Germany,3802.23,Debit Card,Tablet,11,0
2412,C523,India,878.31,NetBanking,Laptop,17,0
2413,C559,UAE,1696.24,NetBanking,Tablet,8,0
2414,C775,India,1124.74,Wallet,Laptop,22,0
2415,C400,Germany,1798.75,Wallet,Laptop,16,0
2416,C402,Singapore,1155.72,NetBanking,Laptop,16,0
2417,C386,UAE,2899.13,UPI,Mobile,19,0
2418,C494,UK,3991.86,Credit Card,Mobile,17,0
2419,C109,UK,3934.13,NetBanking,Laptop,2,0
2420,C806,UAE,1825.68,Wallet,Laptop,17,0
2421,C729,USA,4943.86,Debit Card,Tablet,14,0
2422,C369,Singapore,2971.3,NetBanking,Tablet,0,0
2423,C691,USA,2000,NetBanking,Mobile,2,0
2424,C704,UK,4178.52,Wallet,Tablet,6,0
2425,C877,Germany,3650.72,Wallet,Tablet,9,0
2426,C943,UAE,3747.63,UPI,Tablet,8,0
2427,C961,India,984.72,Wallet,Tablet,8,0
2428,C460,UK,2344.28,Wallet,Mobile,7,0
2429,C356,Singapore,4309.83,Wallet,Mobile,5,0
2430,C232,UK,2522.67,Debit Card,Tablet,0,0
2431,C375,Singapore,3418.85,NetBanking,Tablet,15,0
2432,C875,Singapore,2941.73,NetBanking,Mobile,23,0
2433,C782,UAE,4212.57,Wallet,Laptop,23,0
2434,C612,Singapore,1426.38,UPI,Tablet,9,0
2435,C412,USA,2879.5,Wallet,Laptop,10,0
2436,C675,Germany,620.56,UPI,Tablet,11,0
2437,C985,UK,3452.6,NetBanking,Mobile,21,0
2438,C383,Germany,3661.18,UPI,Tablet,2,0
2439,C220,India,218.97,UPI,Laptop,5,0
2440,C206,UK,3380.58,Credit Card,Mobile,7,0
2441,C786,Germany,2076.38,UPI,Tablet,22,0
2442,C303,Germany,624.86,UPI,Tablet,12,0
2443,C264,UAE,2102.44,Debit Card,Mobile,23,0
2444,C404,UAE,975.19,NetBanking,Tablet,18,0
2445,C596,India,2080.72,Wallet,Mobile,7,0
2446,C731,Singapore,1924.77,Credit Card,Tablet,20,0
2447,C655,UK,3693.27,UPI,Mobile,22,0
2448,C923,UAE,3872.21,Debit Card,Tablet,12,0
2449,C255,UK,3037.11,Debit Card,Mobile,3,1
2450,C466,India,118.32,Wallet,Mobile,2,0
2451,C818,UAE,4655.46,Wallet,Tablet,21,0
2452,C719,UAE,3432.74,NetBanking,Mobile,19,0
2453,C350,Singapore,175.81,UPI,Tablet,2,0
2454,C981,UK,4095.07,Debit Card,Tablet,21,0
2455,C433,UK,1005.33,Credit Card,Tablet,11,0
2456,C741,UK,2898.21,NetBanking,Mobile,4,0
2457,C610,Singapore,2335.84,UPI,Tablet,5,0
2458,C392,UAE,2102.09,Wallet,Mobile,17,0
2459,C119,India,4449.12,UPI,Laptop,19,0
2460,C381,UK,2189.62,Wallet,Laptop,13,0
2461,C896,Germany,381.34,UPI,Laptop,4,1
2462,C100,Singapore,4733.46,Credit Card,Tablet,10,1
2463,C218,USA,4603.07,NetBanking,Mobile,8,1
2464,C134,India,3423.74,Wallet,Tablet,16,0
2465,C297,Germany,2342.12,Credit Card,Mobile,11,0
2466,C584,UK,468.83,Debit Card,Laptop,0,0
2467,C856,USA,3954.79,Credit Card,Laptop,0,0
2468,C158,India,382.01,Credit Card,Laptop,3,0
2469,C936,Singapore,347.66,Credit Card,Tablet,21,0
2470,C260,USA,2689.23,Wallet,Tablet,17,0
2471,C790,UAE,804.84,Debit Card,Mobile,16,0
2472,C305,USA,43.61,NetBanking,Mobile,11,0
2473,C111,Germany,2118.45,Credit Card,Laptop,19,0
2474,C589,India,690.4,Wallet,Tablet,23,0
2475,C375,Germany,806.77,Wallet,Tablet,21,0
2476,C792,Germany,389.17,NetBanking,Mobile,11,0
2477,C341,UK,1029.44,UPI,Mobile,4,0
2478,C315,Singapore,3578.84,Debit Card,Tablet,0,1
2479,C350,USA,4045.59,Debit Card,Tablet,18,0
2480,C910,India,2265.41,Credit Card,Mobile,6,0
2481,C225,UAE,2535.24,UPI,Tablet,14,0
2482,C316,Singapore,168.11,Debit Card,Tablet,13,1
2483,C405,Singapore,351.23,Credit Card,Laptop,2,0
